question,heading,department
" 212. Deputy Barry Ward asked the Taoiseach the position regarding any product or service purchased from Israel or the Occupied Territories by his Department in 2025, broken down by description and amount paid. [1989/26] ",Departmental Expenditure,Taoiseach
" 213. Deputy Grace Boland asked the Taoiseach whether his Department, or any body under its aegis, has funded, or is funding, other than where legal costs were awarded against the employer by a court or tribunal, the legal costs of any current or concluded litigation taken by an employee or former employee against that Department or body, in each of the past five years; if so, to provide details of the number of such cases, the bodies involved, and the total costs incurred in each year. [2029/26] ",Departmental Legal Cases,Taoiseach
" 214. Deputy Grace Boland asked the Taoiseach the basis on which his Department, or a body under its aegis, may fund the legal costs of an employee or former employee in litigation where that employee is in dispute with, or taking proceedings against, the same body. [2047/26] ",Departmental Legal Cases,Taoiseach
" 215. Deputy Grace Boland asked the Taoiseach whether the funding of employee legal costs in disputes against his Department, or a body under its aegis, is standard practice; if not, the circumstances in which such funding may be permitted. [2065/26] ",Departmental Legal Cases,Taoiseach
" 216. Deputy Grace Boland asked the Taoiseach to outline the guidance, codes, circulars or directions that govern the payment of legal costs by his Department, and bodies under its aegis, in employment-related disputes, including any requirements under the Code of Practice for the Governance of State Bodies or Departmental sanction arrangements. [2083/26] ",Departmental Legal Cases,Taoiseach
" 217. Deputy Grace Boland asked the Taoiseach whether the funding of employee legal costs in litigation against the employing body could give rise to governance, accountability, or value for money concerns; whether his Department has issued any guidance in this regard. [2101/26] ",Departmental Legal Cases,Taoiseach
" 218. Deputy Grace Boland asked the Taoiseach whether his Department has reviewed, or intends to review, the practice of Departments, and bodies under their aegis, funding legal costs in employment disputes involving those same bodies; and if so, the outcome or timeline for such a review. [2119/26] ",Departmental Legal Cases,Taoiseach
" 219. Deputy Grace Boland asked the Taoiseach whether arrangements to fund legal costs in employment disputes involving his Department, or bodies under its aegis, require the prior approval of his Department or the Department of Public Expenditure, Infrastructure, Public Service Reform and Digitalisation. [2137/26] ",Departmental Legal Cases,Taoiseach
" 220. Deputy Richard Boyd Barrett asked the Taoiseach if his Department is using artificial intelligence tools for any graphic design or similar work in place of artists, designers or videographers; and if so, to outline which projects or units of the Department are affected. [2255/26] ",Artificial Intelligence,Taoiseach
" 221. Deputy Richard Boyd Barrett asked the Taoiseach whether any agencies or other bodies under his remit are using artificial intelligence tools for any graphic design or similar work in place of artists, designers or videographers; and if so, to outline which projects or units of the organisation are affected. [2273/26] ",Artificial Intelligence,Taoiseach
 222. Deputy John Clendennen asked the Taoiseach the status of the work of the Ministerial Council on National Security. [2420/26] ,National Security,Taoiseach
" 223. Deputy John Clendennen asked the Taoiseach to provide a list of the top ten capital or programme projects delivered by his Department or its agencies over the past three years which were completed on time and within the originally approved budget; the project name, location, delivery timeframe, original approved budget, final outturn cost, and delivery body, for each project. [2437/26] ",Capital Expenditure Programme,Taoiseach
" 224. Deputy John Clendennen asked the Taoiseach to detail the annual spend on external consultants by his Department and its agencies in each of the past three years; the number of consultancy contracts, the largest individual consultancy engagements by value, and whether internal capacity-building or cost-benefit assessments were undertaken prior to engaging external consultants. [2455/26] ",Departmental Contracts,Taoiseach
" 225. Deputy John Clendennen asked the Taoiseach to provide a list, for each of the past three years of the top ten projects per annum delivered by his Department or its agencies which were completed late and over the originally approved budget; the project name, location, original approved completion date, actual completion date, original approved budget, final outturn cost, cost overrun expressed in euro and percentage terms, and the delivery body for each project. [2473/26] ",Capital Expenditure Programme,Taoiseach
 226. Deputy Ann Graves asked the Minister for Foreign Affairs and Trade the representations the Irish Government made to their British counterparts to ensure the rights of a person (details supplied) are being upheld; and if she will make a statement on the matter. [73887/25] ,Consular Services,Foreign
" 227. Deputy Carol Nolan asked the Minister for Foreign Affairs and Trade to list the postal codes located in the so-called ""occupied Palestinian territory"", including East Jerusalem, which she and her Department are giving consideration to prescribing as such under the Israeli Settlements in the Occupied Palestinian Territory (Prohibition of Importation of Goods) Bill 2025; to state or estimate the total imports to Ireland from these post codes in 2024; and to give a breakdown between goods and services; and if she will make a statement on the matter. [73919/25] ",Middle East,Foreign
 228. Deputy Malcolm Byrne asked the Minister for Foreign Affairs and Trade her views on a matter (details supplied); and if she will make a statement on the matter. [74003/25] ,Human Rights,Foreign
 229. Deputy Ruairí Ó Murchú asked the Minister for Foreign Affairs and Trade the engagement there has been with the European Union on progressing the Israeli settlements (prohibition of importation of goods) Bill 2025; the engagement there has been with the EU in relation to the inclusion of services in the Bill; and if she will make a statement on the matter.  [74045/25] ,Legislative Measures,Foreign
" 230. Deputy Roderic O'Gorman asked the Minister for Foreign Affairs and Trade if she will provide a detailed breakdown of monies allocated towards climate finance in 2026; if she will provide a final estimate of the total allocation, from all sources, which is expected to be made in 2026; if she will commit to reaching the annual €225m in climate finance target made by the previous Government in Ireland’s International Climate Finance Roadmap; and if she will make a statement on the matter. [74109/25] ",Climate Action Plan,Foreign
